id,distance,duration
9990609,347,97
9990865,130,33
9998508,25,10
9998879,302,41
10000523,1353,146
10035487,176,70
10058134,24,5
10058568,33,13
10067187,48,16
10071349,28,8
10071808,387,97
10071932,146,37
10088395,179,56
10089183,474,102
10099733,378,114
10103881,52,8
10105531,196,66
10126146,147,31
10127523,67,23
10137578,321,99
10149591,58,16
10156101,159,54
10162904,725,193
10164802,51,14
10193457,196,46
10227655,212,36
10273567,138,24
10280573,397,138
10280888,1278,238
10282326,455,132
10282371,536,153
10321776,130,30
10333567,68,18
10347570,134,31
10362654,10,3
10367010,71,8
10369307,203,36
10382015,14,3
10385321,475,86
10393552,302,87
10406646,22,4
10410858,81,16
10431578,153,41
10437411,101,27
10454172,50,17
10454632,1697,343
10455934,839,213
10455995,300,75
10458279,19,2
10469182,197,30
10477007,319,91
10502323,33,6
10517693,46,14
10524804,318,77
10545518,209,81
10550345,191,53
10567595,345,78
10572287,187,70
10578137,49,8
10592499,10,2
10603148,23,5
10608275,18,3
10616635,184,51
10632584,194,46
10634387,347,97
10648093,2076,207
10651193,238,65
10660892,317,77
10661953,84,133
10676501,130,24
10681956,338,59
10684058,46,16
10698325,275,106
10706423,388,137
10729994,159,67
10734086,844,229
10747219,215,59
10749747,299,38
10752189,360,83
10767017,671,150
10769424,223,30
10784554,393,94
10787814,193,47
10789339,695,132
10792245,276,56
10802306,40,7
10805884,477,107
10806778,108,31
10812630,162,25
10823468,222,50
10828944,85,16
10829828,77,23
10831610,127,35
10832099,129,26
10835637,217,53
10840593,141,61
10858096,1775,295
10859050,291,62
10862977,44,8
10863850,213,62
10864914,121,36
10864966,225,78
10876562,45,8
10889831,151,32
10891431,231,68
10897864,246,57
10905721,90,19
10925833,2784,449
10929061,140,43
10930490,75,19
10941493,183,49
10943827,71,25
10956845,147,41
10963158,477,107
10963865,477,107
10965525,420,63
10968239,615,95
10974118,570,83
10985925,211,80
10989099,507,107
10990428,501,112
10992778,104,24
10998250,23,5
10998662,855,157
11013337,75,10
11043803,477,107
11048190,148,65
11048759,67,10
11075529,659,116
11100497,108,71
11115880,146,44
11122531,175,52
11152754,43,6
11163298,287,79
11163409,425,100
11185685,119,34
11190379,492,155
11191951,523,114
11225011,111,55
11228828,21,4
11241173,49,50
11241783,107,32
11259062,139,52
11284679,72,7
11297447,48,15
11301106,52,10
11305302,40,8
11315222,342,78
11318420,0,0
11338538,333,114
11343122,225,60
11345707,553,138
11359996,281,76
11377740,259,76
11378998,91,35
11418638,233,39
11421711,234,46
11434490,213,80
11435584,104,32
11437138,785,152
11437331,658,195
11437442,368,91
11437509,785,152
11439120,98,10
11439405,98,10
11439599,98,10
11442567,359,102
11446614,274,86
11456250,50,19
11464408,210,49
11474754,1379,241
11494067,193,57
11513111,933,161
11531128,160,42
11531859,211,42
11532945,169,34
11553527,40,12
11556239,76,19
11591266,416,80
11605954,607,82
11606260,327,68
11610521,167,37
11620002,518,97
11636621,126,42
11659435,257,59
11701569,366,112
11713614,66,17
11719688,30,7
11752686,384,118
11761292,205,63
11795676,182,42
11798814,508,137
11834467,151,36
11845487,174,41
11851112,348,98
11886255,1088,276
11888682,364,71
11911651,169,41
11912034,491,154
11924237,161,34
11939561,61,10
11942275,211,40
11947349,37,6
11949198,113,41
11998353,94,56
12004930,98,10
12025717,356,54
12037978,633,126
12041358,1613,208
12057024,117,29
12088624,131,37
12110830,46,9
12111841,2,1
12111957,711,180
12126766,185,39
12137566,137,46
12151600,175,55
12154878,90,25
12154955,170,27
12155285,493,106
12156553,13,3
12169644,406,77
12175415,111,31
12176844,100,41
12207073,649,191
12212013,54,12
12212126,110,45
12253459,316,76
12266059,82,35
12270048,203,33
12270642,846,263
12291658,184,51
12295920,173,36
12310120,120,14
12360520,187,55
12368621,125,34
12382688,670,169
12382918,714,187
12400754,41,9
12404809,46,10
12410151,122,46
12425557,39,12
12425911,224,68
12429503,298,75
12432020,157,25
12437037,358,83
12463547,74,26
12463556,588,164
12484859,57,19
12488092,138,26
12510982,636,203
12511163,173,47
12511225,740,187
12515810,40,6
12562572,36,4
12607119,581,160
12614397,598,122
12657038,421,70
12679234,345,68
12725886,64,23
12750864,1296,299
12753688,213,49
12753708,298,64
12779748,27,8
12780009,741,187
12797906,32,5
12832173,130,27
12835527,96,18
12853235,161,45
12853799,57,18
12857011,57,18
12857087,57,18
12857179,57,18
12857222,57,18
12866962,416,105
12870849,72,12
12886566,212,38
12905538,89,12
12910183,48,16
12913802,171,32
12922728,66,18
12937848,32,8
12953897,693,182
12956379,275,46
12956380,72,10
12981814,256,97
12987777,381,91
12999869,834,167
13016330,135,38
13021294,348,100
13033493,479,106
13061396,1222,275
13066842,156,33
13082310,58,12
13083682,78,26
13084734,402,84
13095952,17,5
13096400,722,183
13100047,924,286
13120626,142,72
13127954,1094,238
13128357,252,59
13149975,76,19
13153289,291,53
13157125,130,58
13169268,722,183
13186688,170,49
13190103,45,8
13201652,118,20
13204198,339,91
13219968,125,23
13220623,242,47
13224465,52,16
13233167,164,36
13239272,42,7
13239943,335,102
13263750,59,17
13264163,41,7
13264364,300,86
13265498,99,25
13276083,328,98
13284332,300,86
13284618,300,86
13293285,399,121
13312818,522,129
13315077,461,125
13315189,75,25
13318584,86,29
13332858,238,46
13335441,346,109
13342870,514,114
13346701,429,98
13349338,133,68
13393846,256,97
13427895,69,14
13430730,255,39
13443665,47,23
13448637,207,49
13464987,180,45
13465756,186,60
13479950,544,140
13516275,124,18
13530616,498,159
13559950,163,41
13561311,23,4
13563865,225,69
13574259,332,99
13579169,264,66
13582817,55,17
13585679,92,23
13591271,413,78
13600947,18,4
13603043,262,73
13603416,452,157
13605661,581,159
13625546,192,63
13641058,3,0
13654134,97,40
13669721,579,114
13676473,76,21
13685131,245,84
13687255,313,60
13714899,260,50
13734123,351,47
13735115,134,28
13735664,187,27
13751537,15,4
13762975,130,58
13764695,607,146
13769493,78,15
13774014,56,8
13788581,169,39
13788740,642,113
13789725,60,10
13796550,608,129
13796921,327,57
13806046,379,59
13811042,125,21
13815533,142,20
13845578,747,181
13857866,106,32
13883766,570,166
13884730,477,107
13885609,326,65
13896608,594,171
13899875,127,24
13939822,192,65
13943674,72,9
13973341,699,177
13981712,430,121
13999742,523,102
14008953,361,98
14029388,582,182
14029901,39,7
14030807,692,123
14043110,216,60
14049725,359,111
14057062,52,9
14058613,472,102
14104431,157,26
14139656,433,100
14153586,85,22
14166343,188,30
14179987,0,0
14180539,1081,163
14189398,538,85
14203815,92,23
14206695,373,96
14214684,232,41
14225205,459,114
14246713,174,37
14255278,280,58
14265180,179,67
14266916,156,29
14268636,659,116
14282647,113,22
14294502,72,12
14299097,575,168
14314506,161,30
14323059,182,49
14341440,17,5
14352641,4,1
14358722,110,37
14360687,224,34
14374783,726,146
14375372,71,23
14388391,58,12
14404663,182,41
14405928,80,18
14406178,154,30
14450414,93,53
14451638,91,60
14452358,67,13
14453697,620,208
14465169,882,178
14474493,79,25
14475808,1,0
14476185,144,31
14487347,402,166
14488234,89,15
14490262,32,5
14490343,92,10
14501673,83,22
14505006,83,9
14538591,356,69
14540002,173,44
14548497,970,199
14551959,220,81
14552166,734,186
14552390,256,83
14553088,94,25
14553693,472,117
14576746,70,18
14577765,66,10
14577870,634,135
14588279,530,144
14606464,764,186
14611546,1733,353
14619235,90,16
14635668,474,89
14651109,408,93
14653250,47,7
14654471,31,5
14671513,13,2
14673134,116,26
14691164,86,32
14705126,114,25
14709523,692,175
14710249,78,11
14712935,327,72
14714307,243,72
14725307,714,181
14726839,377,91
14727009,377,91
14745298,47,7
14758260,375,156
14760041,106,18
14761638,90,38
14762607,167,79
14763705,62,8
14773919,294,63
14775913,2846,373
14788324,68,15
14802586,184,24
14804950,269,81
14808208,276,57
14841442,377,91
14845574,51,10
14852542,228,58
14869325,377,91
14884457,377,91
14896984,98,58
14903530,1242,251
14907455,637,118
14910754,65,23
14913657,149,64
14913860,159,59
14914275,47,17
14934208,348,101
14938407,380,141
14948905,360,105
14948986,27,5
14950542,167,39
14953903,945,130
14963288,421,173
14969986,363,118
14982368,706,190
14983353,1,0
14988703,37,6
14990478,530,75
14995032,570,93
14996188,39,6
15005046,148,52
15024335,248,63
15037623,163,53
15051965,119,25
15052541,328,108
15054072,75,18
15055277,418,117
15056192,156,47
15060615,320,89
15067182,347,72
15069107,182,77
15070065,132,21
15075530,5,1
15111599,579,146
15130794,251,54
15132100,418,117
15132855,170,56
15150709,65,21
15162895,195,41
15166182,37,7
15166399,136,31
15176931,81,15
15177458,344,75
15179182,58,8
15189360,6,1
15194432,144,41
15207802,410,99
15207940,558,74
15214880,514,138
15216713,31,5
15217571,518,113
15218861,35,11
15220043,229,55
15236335,127,32
15256248,87,17
15267186,418,117
15268492,722,183
15269286,192,41
15270397,376,74
15282659,17,3
15286104,43,5
15297353,329,76
15299001,56,12
15311048,998,249
15314587,705,174
15325569,29,9
15327480,212,39
15327674,212,45
15329778,161,28
15330348,1735,215
15339049,203,42
15342398,256,84
15343159,1364,214
15344978,626,122
15346313,290,64
15346876,350,86
15359114,383,71
15363435,674,184
15372200,184,51
15377291,207,43
15377479,615,250
15377893,174,70
15383658,741,175
15393846,58,30
15394942,136,32
15400940,171,51
15401372,291,49
15408863,598,159
15409616,150,38
15412358,156,32
15432669,140,36
15453636,101,11
15465063,158,48
15471316,160,46
15484215,344,75
15504145,43,6
15511739,154,46
15512995,243,41
15521441,166,47
15523355,166,47
15550123,323,93
15564777,351,61
15567704,143,75
15579415,261,90
15579505,80,11
15583185,125,26
15591362,274,58
15602145,177,54
15604291,49,19
15605090,184,34
15613006,96,42
15619426,519,114
15621583,176,69
15641829,446,107
15643873,247,71
15662917,106,32
15664146,145,33
15675279,582,151
15675657,418,172
15675790,47,13
15675892,722,183
15677325,121,30
15702583,0,0
15705696,245,39
15708231,447,84
15716518,413,143
15717226,280,81
15717561,1308,335
15718115,180,36
15732801,60,19
15734872,242,67
15743600,326,79
15759935,85,27
15769037,606,184
15769128,0,0
15769324,722,183
15770116,266,65
15774694,271,112
15775423,176,40
15776727,86,18
15785104,895,161
15792140,72,35
15806021,1632,203
15812013,62,15
15822076,181,37
15824294,186,39
15830044,189,46
15835438,70,35
15843007,955,179
15843930,188,43
15849484,189,29
15855837,91,19
15860350,336,65
15860884,259,102
15860973,94,26
15870673,11,4
15871266,321,80
15873231,418,117
15876545,31,5
15901668,164,29
15903424,163,29
15904098,418,117
15911270,59,12
15916432,127,25
15916933,51,16
15919029,683,91
15920878,169,45
15929798,79,27
15939264,58,5
15939487,3700,357
15957623,354,90
15957963,418,117
15970624,259,44
15985008,131,57
15987415,745,168
15999214,533,92
15999597,98,15
15999931,59,6
16013094,105,46
16017966,217,65
16026556,188,65
16051031,784,198
16052484,181,77
16052656,177,50
16055131,2026,254
16068425,233,31
16068498,212,47
16073408,208,63
16073836,121,29
16079346,81,14
16082636,54,11
16086843,418,117
16088064,610,120
16089156,425,98
16125990,288,48
16137002,150,37
16160696,385,103
16162370,463,135
16162542,791,192
16162624,2,0
16162625,418,117
16162763,75,20
16162846,167,77
16173016,124,33
16176101,418,117
16177192,166,65
16178751,345,95
16179065,63,9
16190202,540,121
16204265,148,24
16205967,419,99
16206116,111,11
16208102,146,49
16228848,418,117
16241036,126,56
16244433,320,57
16255081,418,117
16257289,486,86
16274869,173,53
16287044,129,19
16297383,6,1
16305055,507,91
16312844,716,211
16324639,225,50
16326624,466,143
16330378,286,52
16331804,27,4
16335125,185,44
16336782,272,48
16348139,92,29
16351934,35,8
16352294,237,59
16362304,76,19
16379931,73,19
16383490,27,8
16406043,29,6
16407735,114,24
16426353,418,117
16435615,44,8
16441272,361,83
16442951,50,5
16443034,830,208
16452355,718,129
16469515,653,203
16488124,521,121
16490343,477,107
16497229,124,44
16516337,36,7
16519220,914,163
16529602,134,37
16542790,123,24
16553684,249,54
16556338,81,19
16560870,240,50
16569308,119,21
16570444,204,51
16570808,139,26
16572187,56,10
16587632,230,53
16602539,44,7
16604785,666,131
16649876,201,51
16652268,39,8
16653287,84,24
16661176,607,103
16678379,203,80
16688334,44,26
16690768,30,10
16700935,146,28
16706877,528,134
16710475,65,11
16721946,256,41
16738680,463,129
16742943,296,57
16753822,148,43
16757454,428,135
16778737,797,129
16779057,269,40
16779078,418,117
16797018,91,24
16824774,421,71
16825473,34,5
16831471,197,43
16839850,108,37
16839867,149,28
16844534,167,46
16858141,77,13
16859985,9,3
16868984,313,116
16897188,9,2
16897598,18,3
16900525,216,59
16909548,449,164
16913294,493,88
16930151,5,2
16930263,9,2
16930431,866,261
16944002,680,124
16944449,0,0
16944675,78,16
16945037,224,70
16959624,138,34
16972331,34,10
16972383,138,47
16975571,565,168
16986349,80,23
16987679,449,115
17010389,179,42
17011295,782,167
17016281,449,115
17016637,718,94
17026443,234,59
17029166,446,98
17041687,187,57
17042239,9,3
17097361,626,118
17107439,36,11
17120944,209,55
17120964,50,14
17139721,782,167
17157954,685,154
17159806,521,121
17172552,224,32
17192720,52,14
17207000,78,30
17222332,231,43
17225268,94,43
17254515,85,22
17267153,53,39
17271591,33,8
17287731,176,35
17288451,1097,272
17301795,23,7
17305040,299,69
17318005,86,26
17343208,60,15
17344333,60,15
17345722,56,21
17345936,478,108
17367074,225,76
17367829,899,152
17369805,51,12
17402726,204,103
17405370,7,1
17408466,778,194
17408793,361,52
17419327,449,115
17419803,449,115
17420087,449,115
17421876,410,121
17424816,612,147
17430696,222,48
17433075,60,15
17433218,1021,171
17434665,606,146
17438541,45,11
17444930,390,105
17444964,69,21
17445405,155,90
17474556,177,51
17478285,373,74
17479999,115,34
17482888,1249,268
17483684,78,34
17501002,405,71
17508667,477,98
17511326,23,4
17516202,106,26
17543317,26,5
17551632,230,61
17574138,1476,244
17576074,173,30
17585689,75,28
17585947,175,24
17587530,134,48
17592480,424,76
17593967,285,74
17608618,617,172
17621716,39,9
17623264,75,16
17624633,916,252
17624771,851,117
17626598,374,85
17642091,1137,218
17651619,34,16
17652643,258,82
17654489,162,47
17695233,91,15
17696905,60,15
17714209,195,68
17717979,59,14
17721392,373,93
17722015,208,54
17723975,173,34
17731097,60,15
17731924,102,36
17734527,439,92
17753503,860,175
17767353,60,15
17767863,60,15
17778664,191,47
17794706,563,181
17794741,50,14
17794830,579,186
17794868,107,28
17806044,259,49
17807709,363,91
17809833,37,5
17811571,220,55
17826075,749,189
17826181,757,191
17826404,379,125
17833058,375,101
17841504,926,204
17847179,398,117
17847395,397,117
17925808,260,110
17944621,60,15
17958677,55,10
17965243,554,95
17973795,128,26
17977925,56,18
17979286,23,3
17982304,40,11
17991554,632,147
18021096,81,19
18022892,160,41
18026441,50,15
18026458,1567,237
18037180,87,24
18059324,35,16
18061892,166,34
18069283,1502,244
18077642,129,38
18079104,276,123
18094329,5,1
18109983,34,7
18110019,420,96
18111498,126,48
18120600,157,45
18123274,220,37
18139592,556,102
18140914,122,29
18156135,74,23
18184143,151,46
18199221,249,51
18209631,95,37
18209848,158,62
18209966,283,87
18212346,20,3
18221524,411,123
18231981,635,188
18238265,221,61
18274764,481,157
18286171,670,89
18311350,387,116
18314694,470,130
18329172,341,103
18333674,449,115
18343676,111,26
18345958,96,20
18349074,60,15
18355851,45,11
18359884,140,23
18391290,86,23
18391536,605,147
18395555,652,192
18397875,72,9
18431209,59,12
18431597,22,5
18449966,67,7
18450146,125,20
18450289,65,10
18451025,685,170
18459919,435,122
18464444,186,35
18470412,401,140
18471072,372,106
18471840,249,62
18472576,345,80
18473036,427,121
18473152,434,58
18474596,204,73
18475014,435,122
18475146,167,29
18488066,640,159
18492236,33,5
18492603,70,22
18492773,117,27
18504951,220,47
18507365,243,89
18507951,86,11
18527258,196,61
18528858,107,19
18529703,34,9
18548006,68,10
18549735,190,54
18550910,62,13
18562272,370,147
18567743,249,46
18582383,498,123
18584924,137,25
18587279,23,3
18593394,1375,175
18602265,304,49
18615032,177,38
18639196,547,106
18653408,118,35
18669935,292,89
18672065,82,41
18672833,194,53
18690689,232,74
18703571,178,41
18705200,45,10
18705743,81,18
18718406,444,137
18732664,8,1
18735080,304,123
18737830,203,69
18739271,145,32
18753198,124,37
18754189,14,2
18757463,47,10
18757683,973,215
18757990,176,37
18765944,53,6
18767723,521,91
18771028,45,6
18773719,927,252
18773934,68,14
18775188,78,57
18776764,254,43
18778187,108,16
18780199,2157,313
18785944,154,19
18794629,44,29
18804992,166,48
18805854,109,18
18806185,280,58
18809842,146,26
18810290,557,88
18827284,1226,210
18838484,126,31
18840775,25,38
18840939,66,9
18843545,221,61
18851429,204,56
18853563,98,48
18856887,584,176
18871091,50,10
18873809,273,57
18874472,1735,190
18874655,25,26
18878559,861,108
18878564,240,43
18893442,93,22
18898768,300,82
18900978,600,158
18916029,365,83
18926777,136,39
18931048,481,159
18960888,248,63
18981477,193,49
18986977,3,0
18999934,44,9
19014320,108,43
19014669,168,44
19023994,672,162
19026673,40,8
19029310,78,24
19033531,709,122
19035683,203,41
19038261,817,190
19039703,5,1
19050152,441,75
19050680,48,7
19055239,183,51
19084255,111,39
19086077,71,23
19105532,50,9
19119633,799,208
19121342,145,30
19140351,168,44
19144925,437,128
19150623,353,57
19157494,132,57
19163190,279,56
19175066,158,55
19178420,117,48
19180151,22,4
19185162,233,74
19194530,82,11
19196578,259,71
19206648,644,210
19227069,368,102
19228248,158,37
19236728,300,86
19236730,300,86
19240799,247,55
19265072,184,27
19270270,96,13
19273465,34,7
19285250,107,33
19304903,0,0
19307356,118,26
19311418,133,42
19315635,231,40
19315898,1544,229
19316565,6,1
19316721,1069,158
19329448,250,52
19331975,143,44
19332338,33,8
19348868,545,113
19363609,14,2
19364007,149,37
19365066,95,41
19368789,503,40
19388714,27,5
19403989,43,5
19404978,683,115
19407153,204,51
19412179,316,77
19416317,160,47
19416382,56,18
19416507,35,9
19417708,641,82
19419133,50,5
19423296,142,41
19432832,162,36
19438546,1314,291
19459929,1637,198
19461237,20,8
19475051,459,103
19476963,1034,183
19478755,484,81
19499099,96,47
19507829,32,7
19527133,295,111
19553430,423,140
19564659,194,86
19570849,666,133
19570882,120,30
19572542,1558,200
19573415,140,64
19573930,169,32
19588004,138,29
19611889,1531,235
19612051,48,5
19623750,306,71
19626323,223,61
19636416,82,23
19642407,133,30
19658833,56,14
19659835,181,61
19680922,44,17
19704114,135,57
19714276,3,1
19721174,211,68
19721472,978,197
19745324,417,80
19753187,216,77
19764548,172,39
19780176,477,107
19782416,1,0
19808652,265,80
19810694,32,22
19813532,1771,250
19813606,545,128
19824550,403,129
19827923,173,70
19828648,47,6
19828873,29,29
19829202,285,97
19830610,260,80
19849615,1595,247
19849866,477,107
19872447,540,121
19892991,526,91
19904931,1188,202
19907178,450,115
19931498,113,32
19933216,122,41
19934941,10,2
19949380,705,197
19950230,40,7
19979690,114,16
20002089,447,132
20002459,447,132
20002651,447,132
20024608,477,107
20059569,173,70
20072374,95,25
20074013,175,48
20077154,348,89
20093004,112,23
20096735,313,73
20119616,110,41
20121178,447,132
20121182,447,132
20121980,447,132
20121985,447,132
20122070,176,40
20149972,342,107
20154622,0,0
20155597,852,197
20155822,595,147
20167050,694,93
20169868,115,24
20194233,130,32
20195883,286,82
20210179,700,119
20214438,819,225
20217846,798,181
20228801,47,6
20230882,117,46
20243725,127,28
20257125,223,33
20257216,611,140
20258481,542,116
20269251,50,9
20269328,55,21
20279076,477,107
20281663,67,7
20286716,505,140
20286823,230,80
20286868,225,35
20287325,60,15
20305889,686,116
20305913,93,13
20306428,3198,192
20311264,111,20
20321045,540,119
20331804,199,65
20335923,447,132
20355620,75,10
20361588,903,205
20361695,16,3
20364980,18,3
20365447,59,11
20367610,254,51
20367796,212,27
20386464,97,15
20393341,72,24
20397022,61,32
20408154,457,93
20408951,148,44
20424404,336,121
20424542,411,87
20424773,348,101
20425693,540,75
20439767,317,95
20460402,294,65
20488889,252,67
20497174,144,33
20500854,127,48
20501065,75,20
20501268,1007,247
20505903,210,123
20543892,477,73
20553667,193,40
20563658,164,45
20573374,183,54
20575733,115,56
20591785,221,65
20608059,448,84
20608608,370,84
20614171,90,49
20614522,138,63
20620600,118,36
20635517,118,20
20637303,118,20
20641131,95,30
20649513,120,46
20652741,517,100
20663782,19,3
20675281,135,39
20681294,227,46
20696391,158,26
20696918,55,11
20722412,2195,315
20724784,381,100
20744996,868,222
20746223,868,222
20750111,151,50
20762414,64,19
20765941,201,34
20768833,272,57
20776056,63,31
20805606,4,0
20814139,254,55
20828695,452,119
20834040,110,34
20836233,344,68
20837529,424,80
20847212,142,22
20852099,380,83
20857268,73,13
20873868,203,69
20873957,2195,300
20906522,41,10
20919351,82,28
20931156,196,47
20933318,160,43
20943991,13,3
20957462,102,27
20967325,136,33
20979534,325,63
20981346,1044,201
20983732,61,80
20990167,0,0
20990790,189,49
20994570,336,37
21010862,142,60
21011508,289,47
21011550,324,76
21022837,128,40
21022946,85,18
21024486,451,115
21026079,60,15
21026891,60,15
21026964,60,15
21028058,54,12
21028247,331,69
21028485,18,2
21045694,14,3
21047729,326,60
21054696,180,51
21058406,340,93
21066691,546,83
21068061,3731,358
21070256,576,119
21075660,164,43
21079469,1284,193
21082676,151,50
21099478,33,9
21110366,243,72
21111066,297,72
21111630,116,46
21112601,63,34
21113266,366,120
21125429,68,17
21161939,447,116
21165478,50,11
21177034,334,93
21185602,61,15
21186680,412,97
21187925,138,33
21189031,116,28
21191232,207,54
21191422,181,34
21202330,800,165
21203146,151,31
21204243,125,28
21218347,2,1
21219237,488,89
21220773,62,13
21231393,278,119
21231615,65,7
21232003,1088,276
21233359,49,7
21233544,270,52
21241871,396,125
21242955,158,30
21252479,468,109
21253864,247,69
21279515,36,8
21279801,251,74
21280829,15,4
21281846,190,30
21282635,384,95
21291714,255,49
21292744,235,68
21294317,381,103
21295261,632,106
21297037,64,12
21298312,361,94
21306276,259,62
21307662,190,72
21309142,116,19
21311875,151,48
21312569,218,82
21313591,231,58
21322334,111,17
21327347,166,28
21327908,700,182
21345382,143,39
21348008,71,14
21356103,871,223
21356783,124,30
21370662,153,55
21377089,202,55
21377843,173,44
21380403,814,199
21382657,75,17
21389519,110,82
21397125,137,23
21397277,31,5
21397422,562,127
21397537,132,29
21397713,740,125
21397854,323,123
21398361,80,14
21399171,152,39
21413104,268,57
21425660,143,29
21428690,105,18
21429229,54,9
21440528,179,36
21448156,155,25
21449226,60,15
21450077,34,17
21457958,107,12
21458837,246,51
21459804,111,32
21464833,169,51
21472950,218,55
21475672,292,109
21478651,220,41
21484566,63,13
21486593,20,4
21488055,54,22
21489166,104,22
21490551,436,127
21502035,418,109
21514950,532,156
21526852,417,102
21529297,478,97
21539315,84,14
21552181,16,3
21555212,60,15
21558062,520,87
21561734,69,12
21569908,140,41
21578438,88,29
21578559,105,40
21579309,256,97
21581684,627,264
21583195,256,97
21588941,1812,241
21592081,151,32
21593904,52,22
21594483,127,25
21596397,172,43
21610333,324,95
21612268,688,163
21612906,57,11
21619241,925,249
21620847,170,53
21623317,315,110
21624876,571,145
21625713,362,81
21629749,101,35
21632344,358,87
21632686,319,110
21634930,485,131
21635395,197,63
21645603,226,66
21648684,224,39
21648804,196,66
21650740,41,9
21665665,79,26
21674820,124,40
21679018,116,31
21682128,1003,311
21693492,151,30
21710124,47,17
21726571,159,32
21727562,143,49
21728615,300,116
21729398,164,32
21730409,46,7
21730505,79,14
21730649,207,64
21731528,124,32
21735431,554,139
21735502,14,1
21739662,80,31
21739935,273,92
21745893,227,42
21766603,244,39
21767244,75,21
21772378,332,57
21773131,426,106
21773376,594,139
21784407,449,115
21785138,449,115
21785328,449,115
21786000,206,60
21786174,317,109
21786546,220,41
21796486,410,102
21798246,665,201
21799501,565,54
21799941,118,23
21804276,119,22
21812815,139,22
21813781,40,9
21827349,420,110
21827935,167,47
21836601,8,1
21837830,39,5
21862244,447,108
21866860,605,129
21880287,230,80
21885572,443,92
21895031,91,22
21897971,272,68
21911065,455,106
21919621,300,86
21923195,1007,170
21923877,147,51
21924375,121,17
21928146,188,56
21935870,209,54
21943099,142,31
21960180,131,56
21964157,113,22
21966135,166,203
21966303,354,111
21975025,28,5
21979517,538,102
21981639,265,62
21997273,19,2
21999656,435,104
22001836,32,7
22003066,946,197
22011446,65,24
22016717,317,82
22020337,9625,593
22021645,166,32
22022641,125,28
22030945,735,197
22031463,200,75
22033453,63,9
22047367,55,13
22048292,600,246
22061342,134,92
22066724,576,142
22067613,206,39
22068547,32,5
22079422,18,4
22080836,135,24
22104756,59,14
22110217,481,84
22147017,164,34
22171639,2,1
22175258,1752,333
22178186,124,55
22189205,12,2
22190418,150,66
22191252,242,78
22193833,100,23
22207774,527,115
22208070,77,27
22208187,65,19
22214202,192,45
22216227,306,93
22226218,90,11
22229654,301,50
22230201,71,16
22232165,432,94
22245431,79,21
22263518,309,71
22265031,66,12
22268114,346,71
22277766,324,70
22306054,307,105
22309220,491,126
22325200,188,40
22328157,219,45
22340219,73,27
22355943,17,3
22373160,144,31
22373631,359,71
22375226,39,8
22378695,137,39
22388111,400,98
22388131,44,9
22396454,258,106
22396902,75,14
22402266,140,34
22403752,148,37
22410367,164,36
22410401,71,31
22430481,587,97
22433252,27,5
22435235,157,47
22453044,502,143
22468877,242,42
22469468,119,23
22481565,90,36
22487945,165,32
22495406,182,68
22498059,83,34
22507343,571,125
22508234,522,83
22512581,8,1
22525784,59,8
22532009,761,109
22534933,201,55
22546291,1266,154
22548614,202,57
22550323,48,7
22551762,1054,152
22551985,301,86
22554459,59,12
22555972,5,1
22557170,16,4
22563498,575,166
22565419,906,165
22565800,298,106
22567198,180,52
22568068,680,122
22568473,50,21
22569379,122,49
22575652,238,49
22577863,538,119
22582798,47,10
22584903,142,25
22586319,517,102
22592721,56,21
22597536,180,72
22601496,30,11
22608611,129,25
22609372,260,67
22615137,76,15
22626810,443,165
22630205,461,119
22636987,910,199
22640273,66,12
22652071,260,67
22653093,326,112
22655239,394,74
22656065,131,39
22662336,509,114
22665446,161,46
22668601,441,162
22668931,256,47
22669291,412,152
22671524,508,169
22671938,543,110
22673927,582,149
22676191,245,63
22676805,65,13
22690547,297,39
22690820,38,18
22693162,127,22
22693303,323,91
22693396,106,19
22694237,151,38
22702846,179,72
22704895,1066,124
22706387,37,10
22706971,734,176
22718099,270,45
22737945,74,15
22738026,76,37
22748621,1053,269
22754156,30,5
22755070,95,41
22760692,16,2
22764131,19,2
22768632,16,2
22773184,156,60
22774093,37,12
22776071,10027,628
22792806,166,57
22792828,308,65
22793002,331,81
22793232,134,48
22795431,281,52
22800066,84,15
22812395,197,50
22814781,188,39
22815676,402,109
22817022,591,138
22827448,86,53
22829352,119,60
22831677,148,28
22834388,306,52
22852845,69,13
22866082,110,52
22866146,192,46
22866228,58,11
22869439,467,94
22886185,185,67
22903941,441,114
22904891,399,186
22906854,321,74
22908548,298,130
22944965,249,100
22946959,196,45
22955166,115,17
22968438,261,36
22970151,68,14
22970266,6,1
22972549,237,59
22981152,167,40
22986895,653,167
22989582,282,74
23004848,1066,264
23004935,60,15
23020140,274,59
23021565,843,253
23022998,171,51
23025299,395,89
23054267,914,256
23073700,413,128
23087617,142,43
23095049,29,8
23106047,87,26
23106655,104,16
23121061,69,21
23128316,385,75
23147212,210,31
23147806,415,101
23150717,77,17
23165203,198,40
23179561,303,87
23181448,10,1
23184048,311,109
23204343,55,10
23205030,98,52
23209264,9,2
23215410,56,32
23215586,208,82
23217998,27,20
23218751,193,79
23222043,185,67
23223838,569,93
23230950,247,59
23235919,106,31
23240184,387,88
23255383,135,37
23257392,305,74
23269859,41,12
23271377,0,0
23271459,40,12
23271549,24,6
23271623,441,111
23271702,8,2
23271772,256,83
23271859,653,210
23271975,781,197
23288262,79,17
23292785,98,31
23292883,31,9
23292919,192,53
